@relation data

@attribute @@class {no,yes}
@attribute document string

@data
no,'A economia de uma casa ou empresa e diferente da economia de um pais uma empresa pode corta gasto bem mais facilmente mas seu o governo corta gastos gera desemprego e queda da economia John Maynad Keynes  Todos defendem gasto com responsabilidade agora cortar gastos de educacao e saude que nao '
no,'Eles torcem quanto pior melhor'
no,'pois e quando estavam la nao fizeram nada de bom alem de distribuir dinheiro disfarcado de bolsa familia e outras coisas nesse sentido Educacao  Otima Saude Otima  isso ja  melhor do que distribuir dinheiro '
no,'o grande vencedor das  urnas foram os votos brancos nulos o recado foi dado a todos os partidos inclusive os de  direita  viram coxinhada '
no,'Aceita que a boquinha acabou doi menos  Vermelho so o ketchup'
no,'Essa e boa com alguns politicos  peco se possivel informe os bons politicos kkkkk'
no,'Alvaro e isso   A nossa arma e o voto  O problema e que o povo na sua maioria nao tem instrucao Nao estudou a historia do Brasil'
no,'nao importa de qual partido e a bandidagem e sistemica Enquanto ficarmos discutindo pardidarismo e comporativismo o combate a corrupcao sempre sera velado Forro privilegiado em pais com alto nivel de corrupcao e uma afronta a etica e a moral'
no,'o que  assinaturas a maioria de laranjas o resto nao sabe nem por que assinou'
no,'Depois que a Russia montar uma base na Venezuela o problema vai passar para eles'
no,'Teve uma hora e nao conseguiu a resposta Claro ela nao existe'
no,'Teve uma hora para responder e nao achou nada Claro  nao existe ditadura eficiente'
no,'MELHOR DITADURA MILITAR  DO QUE DITADURA DE ESQUERDA'
no,'kkkkk aqui so tem ze mane que ta na guerra fria ate hoje'
yes,'marcos nao precisa ser guerra fria FRIA e onde essse degoverruPTo nos jogou  VERMESLHOS FORA'
no,'A historia nos ensina A se precaver do futuro A prova A Venezuela ainda estao fazendo vitimas para impor a ideologia genocida'
no,'Apos quatro horas nao conseguiram encontrar um exemplo sequer de ditadura em paises desenvolvidos porque sera'
no,'realmente  mais o brasil  tem que muda essa situacao  se nao   nunca saira desse  mar de lama  '
no,'Marcos no Brasil nao houve ditadura militar houve governo militar pois entre as varias medidas para reerguer o pais e o povo posso te citar criacao do fgtsembrafilme embraer bnh   hidreletricas eleicoes diretas para governador e deputados Ta bom pra voce'
no,'A China possui uma ditadura e e uma das maiores economias do mundo Marcos'
no,'O Brasil tambem e uma das maiores economias do mundo e nem por isto e desenvolvido'
yes,'enfia o kit no teu cut'
no,'globo e sergio moro fizeram boca de urna nessas eleicoes'
no,'voces acham mesmo que alguem votara na direita depois da PEC  jogar o Brasil em grupo da Nigeria '
no,'dl nem sei o que e melhor Nigeria ou venezeruela'
yes,'mauro e demente kkkkkkka guerra fria ja acabou faz tempo'
yes,'o teucuquente porem continua dando adoidado'
yes,'Mauro ze ruelaa falta de argumento e tao grande quanto a propina que ta recebendo para apoiar bandidos'
no,'O que esta OPOSICAO esta conseguindo e atrair para si e para os proximos e o odio dos eleitores '
no,'Ainda bem Murilo Temos de terminar a faxina e limpar o pais da esquerda lha Urgente'
no,'Sao mesmo agitadores e so o que sabem fazer ha a tempo ainda sabem tambem roubar'
no,'Concordo plenamente e so o que sabem fazer Quando tentaram governar deu no que deu'
no,'Oposicao a um governo que governa APENAS para aELITE '
no,'marcos e eu que achava que politica era  uma ferramenta de transformacao quato engano'
no,'esse partido chamado P T e esse P Sol sao uma doenca pra nossa nacao um enfermo'
yes,'Coisas de gentinha estao sempre fedendo a mortadela podre e nao tomam banho'
no,'Esse povo nao esta nem ai pro Brasil so querem ser contra'
yes,'Os idiotas remanescentes o resto insistem em querer continuar a prejudicar a patria '
no,'em  acabara o forro privilegiado dai quero ver ministro do STF livrar a cara deste povo'
yes,'Raca de filhos duma pta Por que nao vao obstruir aquele gordinho ditador da coreia do Norte'
yes,'Sao todos malditos Espero que morram logo e sofrendo'
no,'A esquerda segue a passos largos rumo a quase extincao Continuem assim'
yes,'Tudo que os petralhas tocaram faliu Inclusive a paciencia do povo'
yes,'esses  energumenos  serao expurgados na proxima eleicao '
yes,'E a direita quer o monopolio do cinismo fingindo que sao probos quando sao tao ou mais ladroes'
no,'PESQUISE E PARTICIPE Consulta Publica  PEC '
no,'ESTAMOS PERTINHOS DE UM MILHAO DE PARTICIPANTES ACORDA BRASIL'
no,'Continuam espalhando as mesmas mentiras de sempre'
no,'Voltaram so a fazer o que senpre fizerem Sao os defensores do povo lamentavel '
no,'quebraram o pais e ainda tentam boicotar quem quer trabalhar'
no,'BOICOTARAM um governo eleito por  anos SAO GOLPISTAS e nao querem oposicao ahahahh fazme rir'
yes,'Eu desempregado e esses esquerdopatas enchendo a mesa de caixinhas com bosta dentro'
no,'PESQUISE E PARTICIPE Consulta Publica  PEC '
no,'ESTAMOS PERTINHOS DE UM MILHAO DE PARTICIPANTES ACORDA BRASIL'
yes,'Diz pra esse povo parar de ficar dando chilique e tomar vergonha  na cara Que palhacada e essa'
no,'Esperem que esse  grupo do mal  nas proximas eleicoes vao  chegar ao fim'
no,'Rodrigo nao bagunce as ideias Uma coisa e uma coisa e outra coisa e outra coisa '
no,'Vamos lutar muito pelos nossos direitos conquistados com tantas lutas '
no,'TA animadinho porque rapaz APOSENTADORIA DESCONTADA EM  VAI PEGAR SEU VOVO TAMBEM AHAHAHAH'
yes,'Essa corrupta terrorista apresenta uma ameaca ao honesto povo Uruguaio'
no,'uma mulher que destruiu a Petrobras destruiu a economia e enriqueceu as nossas custas'
yes,'A BARATA CASCUDA VIAJOU DE PRIMEIRA CLASSE COM NOSSO DINHEIRO '
no,'Pelo menos a esquerda uruguaia Nao roubou o mojica ainda ta de fusca'
no,'Esta vendo a possibilidade de asilo politico ja que em breve recebera ordem de prisao'
no,'Isso mesmo Nao tinha pensado nisso mas e uma hipotese plausivel'
no,'Deve estar verificando a possibilidade de asilo para o Lu'
no,'O asilo e pra ela mesmo ela nao esta nem ai para excompanheiro de palanque'
no,'Mas nao vai ter um tupamaro ja foi tirado do poder ela aki nao forma'
yes,'Essa anta incompetenta  ainda esta solta'
no,'ta solta e nos ja invadimos fortaleza daqui a pouco sua novelina sai fora do ar'
yes,'Esse mortadela ja bebeu tanta cachaca q nao esta falando coisa com coisa '
yes,'Temer ta bem pra caramba ne  Trouxinha'
yes,'marcos voce nasceu assim ou bateu a cabeca quando era crianca '
no,'fafa e daqueles  alunos que eram zuados na escola por isso paga de revoltadinho na internet '
yes,'sem mortadela a esquerdinha fica revoltadinha chega a dar do '
no,'O Pentateuto que nome estranho acredite Sua capacidade de discernir ainda pode ser resgatada'
yes,'E tao retardada que foi comemorar o dia das bruxas no Uruguai em novembro'
yes,'Quantas horas de vassoura de Porto Alegre ate Montevideo'
no,'pena qual linha esta na reportagem que devo ter pulado essa'
no,'sou obrigado sei sim so nao quero nao sou perfeito esqueco as vezes rs '
no,'Isso que esta na mao dela nessa foto por acaso e um baseado '
no,'Deve ser Ela nao iria desrespeitar o Fidel fumando um charuto no Uruguai'
no,'Se os Uruguaios for na conversa dela vai acabar de falir tambem'
no,'Ela ganhou um Oreo do  Tabare e num milenar ritual esquerdista esta oferecendo ao vento '
yes,'Infelizmente tudo q nao presta nesse pais da ibope essa anta e prova viva disso'
no,'Pena que ainda existam vermelhos espalhados no pais quer dizer no mundo'
yes,'Sera que ela se hospedou na mansao do  dedos em punta Del este'
yes,'Sabe onde esta o dedo que falta Socado na sua mae kkkkkk'
yes,'Vai ser dificil a minha ha anos esta no ceu a sua ta na zona'
yes,'Nao acredito A barata cascuda deve ter alugado um hotel  estrelas inteiro'
yes,'Se essa coisa ficar mais uma semana  la o Uruguai entra em recessao'
no,'Ja estamos tendo este cuidado o peso vai pesar sobre o real dela'
yes,'NAO ESTAO NAO SENAO RECRUTARIAM A TUA MAE SEU VERME'
no,'To sentido que tem defensores de bandido por perto FUI'
yes,'UM ES CRO TO DESSES E VERME MESMO'
yes,'sabe o que ela tem mais que nos Ela tem mais e QSF'
no,'E foi defenestrada pelo mesmo povo que nao aceita insulto '
yes,'Junto com temer  idiota Sao as escolhas dos petralhas'
no,'Lamentavel mais eu garanto que em  meu voto e do Luiz Inacio Messias da Silva'
no,'E que nao volte de la Damos de presente pros uruguaios'
no,'o Brasil ta quebrado e temer esta emprestando  bilhoes ao FMI'
yes,'ReNew nino vc leu a peca   ou e mais um esquerdopata maionete vai com as outras '
no,'muito bom depois de doar bilhoes de U na vizinhanca agora foi colher dividendos'
yes,'Comunista defendendo a  Democraciakkkkk esses vermelhinhos sao uma piada'
no,'Estao perdidinhos Nem anotaram a placa do caminhao que atropelou a petebada em outubro'
yes,'Essa velha deve ter grana la O pedecana ganhou casa la de um empresario do RGS'
yes,'Foi recebida com  muito  capim e agua  fresca   '
yes,'Aproveita e deixa essa capivara por ai'
yes,'OS LARAPIOS ESTAO SE REAGRUPANDO TEM QUE PRENDER LOGO OS CHEFES NAO SEI PORQUE A DEMORA'
yes,'Pq o Morosita recebe ordens externas A ordem nao chegou ainda'
yes,'Pq o Morosita recebe ordens externas A ordem nao chegou ainda'
yes,'DEMOCRACIA BANDIDA CUMUNISTA ASSALTANTE DE BANCO '
yes,'Que fique por la essa ANTA'
yes,'Porque que essa VAGAzBUNDA FILzHA DA PUzTA nao vai DAzR O CzU PRO CAPzETA'
no,'O Uruguai mais uma vez ira receber a escoria do Brasil'
no,'aqu nao tem lugar para carne de pescoco o povo gosta so de picanha na parrilla'
no,'Comunista fazendo ato por democracia Democracia vermelha'
no,'Nao e que a veia ta segurando um cigarrinho de maconha mesmo '
no,'NAO E MACONHA    E CANABIS  SEJA MAIS ELEGANTE  NESTE CAITE'
no,'a batata dela ta assando e ja fazendo plano de fuga'
yes,'Ela foi la para a limpesa semanal na casa onde o mula vai ficar escondido'
yes,'Espero que essa infeliz fique por la e so volte quando for convocada pela receita federal'
yes,'A anta foi pro Uruguay  pra elaborar seu plano de fuga junto aos seus comparsas e aliados'
no,'Estamos exportando mortadela Essa fica de graca  '
no,'Isso nao e forca e falta de senso de ridiculo mesmo'
no,'ja e a terceira vez que comento aqui Por que sera que meus comentarios sao censurados'
no,'Porque este robozinho fica buscando o q nao deve pra censurar o q precisa ele nao elimina'
no,'Depois dessa visita o Tabare Vasquez nao ganha eleicao nem para sindico de predio'
yes,'Fica ai Janete traste inutil Destruiu o brasil vaca'
no,'Tabare Vazquez vc deveria escolher melhor suas amizades '
no,'Para nao levantar suspeita foi pedir exilio para o dono do triplex '
no,'foi lindo ver essa incompetente  cair igual Jaca madura '
no,'Reuniao de ex guerrilheiros Sabe la o que fizeram '
no,'o temer e o melhor que ta tendo ne com ele nosso pais e a sexta maior potencia do mundo ne'
yes,'Tem que cuidar para que esta bandida nao venda infirmacoes sensiveis do Brasil'
no,'Quem tem motivos pra fugir sao aqueles que aparecem constantemente nas listas da lava jato'
yes,'Seus baitola vem fazer na mao vou dar um Murro certeiro nessa tua cara feia da porrrra'
no,'Ta louca Davi To afim de fazer nada na tua mao nao'
yes,'Essa velha ta armando plano de fuga pra ela e para o pedecana Ta na cara So a PF nao ve'
yes,'Ve se nao volta nunca mais e mora na fazenda do molusco'
no,'Dali ele foi pro Panama para acabar de esconder o butim'
yes,'REUNIAO DE COMUNISTAS E CORRUPTOS'
no,'Esses atos uruguaios com a presenca dela e  importante tanto quanto o preco da banana em Monaco'
no,'OS PETRALHAS ESTAO ARRUMANDO ESCONDERIJO'
no,'Ajudou afundar o pais E nao tem vergonha na cara Acha tudo normal'
yes,'Ai que ela fique por la definitivo e leve o molusco tb'
no,'La ela foi recebida por Tabare Aqui onde vai e recebida por alguns Tabareus'
no,' O grande erro foi ter entregue aquela ponta de terra no extremo sul do Brasil'
yes,'Cruz credo dessa bosta'
no,'Tabarez digame com quem andas e te direi quem es'
no,'ato pela democracia ta bom me engana que eu gosto'
yes,'Porque nao morre desgraca'
no,'Isso dai e formacao de quadrilha A defesa da democracia so risos'
yes,'Ta fazendo a cama para e para o Moluscovai que'
no,'Essa  muie nem drome nem da cuie nem brinca em fiuvicoCuidado'
yes,'a zika mosquita estocadora de vento tambem esta de mudanca pro Uruguai vai ser vizinha do molusco'
no,'Depois de tanto roubar nada melhor do que passear'
no,'Ficou mal ela ser recebida pelo presidente do Uruguai Fora de padrao'
yes,'Essa terrorista nao vai presa por ter roubado e atrasado um pais Que morra logo demonio'
yes,'O que a velha tem na mao   ops desculpa   tem no casco  '
yes,'Depois de legalizar a maconha agora o uruguai legaliza outra droga Um pais a beira do precipicio '
no,'Quando falamos a verdade nao publicam Ainda falam em liberdade de expressao'
no,'Olha ai Sergio moro ela dando vacilo kkk pega ela pow'
no,'Putskkkkkde grande relevancia e importanciakkkkkkk'
no,'Provavelmente esta planejando a rota de fuga para o pais vizinho'
yes,'morre desgracada'
no,'Sera que ela discursou por la Dizem que ela fala espanhol sem sotaque'
no,'Esse Tabare e o tipico bolivariano light se e que isso existe'
no,'Saida pela tangente ou tambem comprando casa'
no,'NAO SABIA QUE O URUGUAI GOSTAVA DE TANTA PORCARIA JUNTO'
yes,'gracas a idiota Levandowhisky'
no,'Queria ver ela indo pro Paraguai tomar outro calote kkkkkkkkkkkk'
yes,'Foi dar uma olhadinha na conta dela e aproveitando vai ficar na casa do  dedos em punta'
yes,'Vagabunda'
no,'Vao sentir falta da dentadura e do pao com mortadela'
yes,'Bruno nao e Kou e assimVa tomar no seu Gu'
yes,'Ja fez programa hoje '
yes,'Vira ai que eu vou apontar o dedo no seu'
yes,'pensem numa MORTADELA maconheira chata '
no,'e vc deve ser  mais uma assistida pelo bolsa esmola '
yes,'Vc tem algum retardo ou e burrice mesmo Maria'
yes,'Essa Maria Benta provou do peba na pimenta de seu Malaquias '
yes,'maria vai lavar uma louca que voce ganha mais '
yes,'Toma vergonha na cara seu boiola maconheiro infectado'
yes,'Quase sempre um boyola reconhece outro boyola e o caso do rubinho'
yes,'O cara vai chupar uma piroca  vai'
no,'quanta gente raivosa que horror'
no,'Entao va para la e aproveite case com um homem de la'
yes,'GAYZINHOS DE BARBA SAO OS QUE MAIS ENTRISTECEM OS PAIS'
yes,'Ganhou duas vezes dos coxinhas Golpistas Entendo essa raiva'
yes,'Ganhou pq nordestino nao sabe votar'
no,'OBSERVO QUE ESTAO COMPARECENDO MUITO MAIS DESCONTENTES COM O GOLPE MUITO BOM'
no,'Entrou pelo voto Saiu pelo voto Cade o golpe So se for na primeira afirmacao ne'
yes,'Ganhou com BILHOES roubados da Petrobras BNDES e Furnas'
no,'Vinicius Moraes posso te chamar de Naldo  Eh mais adequado kkkkkk'
yes,'Marcio nao sou seu irmao nao Nao tenho irmao baitola'
yes,'Ta com mais moral que o presidento dos coxinhas kkkkkkkkkkkkkkk'
yes,'E so ver o numero de dislike de seu coment inutil e ver que nao tem tanta moral assimPalhaco '
yes,'Quena o Tirso esta sentindo muita falta do charuto de mertadela tadinho aceita que doi menos'
yes,'Aonde a vaca vai o boi vai atrasTa apaixonado'
yes,'Tirso tem gente que come pela boca voce certamente come por tras'
no,'Carambaachei que ela ja tinha morrido e o Tirso tambem'
no,'Democracia feito a venezuela que os petebas queriam Que tal arrumar um emprego'
no,'Roubalheira Entao governo oriundo de roubalheira e ladrao tambem Eleicoes ja'
no,'A leveza de um paralelepipedo e a honestidade de um NOVE DEDOS'
no,'Sera que o MAV consegue ler e falar paralelepipedo'
no,'Tenho total condicao de dar minha opiniao enquanto liberdade de expressao me valer Enfim '
yes,'Rosanabandida esquerdista e fedorenta'
no,'Osvaldo Miranda nao concordo Mas respeito seu comentario'
no,'rosana a sua revolta e devido a falta de mortadela '
no,'nao e ofensa e curiosidade mesmo  sabe tipo estudo dos animais '
no,'O golpe dela Rosana pra se reileita se chama bolsa familia'
no,'ele esta de escarnio estava acreditando nele ate ele falar em beleza e elegancia'
no,' Por isto ele usa o pseudonimo  de SURREAL bidu '
no,'aha ta bom vou acreditar mentirinha nao acredito nao '
no,'Collor nao e digno nem para limpar os sapatos  desta  DIVA'
no,'coitadinha quer dizer que a pobrezinha foi vitima de um golpe faz um favor e a leva pra casa'
no,'Nosso alvo e Nacional e nao municipalaonde todos se DOBRARAO'
no,'ELA DESFILARA SUA ELEGANCIA BELEZAPELAS RUAS E AVENIDAS DO BRASILNAO SE PREOCUPEM'
yes,'esse ai gosta de um charuto de mortadela no meio das pernas'
yes,'minha esperanca e que vc fosse um troll mas da para ver que vc e ignorante mesmo'
yes,'Agora eu vi a capacidade do ser humano de ser TROXA'
no,'Ilegitimo Foi vc que votou no Temer Eu votei Aecio Quem colocou seu presidento no poder foi vc'
no,'Joao Claudio lamento Minha resposta nao foi publicada '
no,'O  Sr  Temer foi posto la por vcs que votaram nela'
yes,'Estrategia VERMELGA ACEFALA terceirizar a culpa xingar e denegrirKKKK TCHAU QUERIDOS'
no,'Porque nao vai aos Hospitais que estao super lotados e falta de equipamentos'
yes,'Rosangela voce nao tem nivel nem para comentar um assunto deste E uma coitada'
yes,'Coitada e o minimo a definila      Eu a chamaria de PODRE   '
yes,'Ela e autoridade maxima do Judiciario nao e ministra da saude Vao se informar seus zes ruelas'
yes,'burro'
no,'nao tiro um real do orcamento geral pra destinar a presidio com tanta falta em hospital '
no,'Ela e da area juridica Hospitais sao da alcada do Ministerio da Saude simples assim'
yes,'Rogerio entao ela tambem nao e secretaria da Seguranca publica seu  ignorante '
no,'OS PRESIDIOS ESTAO OTIMOS O PROBLEMA SAO AS ESCOLAS E HOSPITAIS'
no,'ainda mais se for hospedar um politico  boa Rubens'
no,'Por que essa revolta Anderson Sua familia esta presa'
yes,'Mortadelas nunca entendem nadaKKK'
no,'Roberto o inteligente o mafioso Skaf pergunta Quem  vai pagar o pato'
no,'Quem negativa sao os presidiarios Lucasestao equipados dentro dos presidios'
yes,'Bandido tem mais e que peidar pra Muzenga mesmo Resolvam esse problema de superlotacao fazendo pelo menos  Carandiru por dia Simples '
no,'Galera do PSOL e comunistas em geral apertem o vermelho mesmo'
yes,'A policia civil do RJ por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido '
yes,'Carmen Capivara Lucia por favor me de o exemplo e leve meia duzia dessas vitimas da sociedade pra sua casa faca um coquete nele libere o anel de couro de refresco de groselha mostre que tem coracao '
no,'Ate que enfim um comentario que preste O censor da grobo cochilou'
no,'Bandido defendendo bandido Estranho esse papo'
yes,'Ricardo a sua desculpinha e de va  ga  bun  do Uma coisa nao anula a outra'
no,'Eles tem conforto ate demais Sofrimento tem as familias que eles destruiram'
no,'So ha justica para os pobres um pais onde os ricos ficam impune'
yes,'O Roberto adora a palavra acefalo De tanto ouvir ele incorporou ao vocabulario pobre e inculto'
no,'Seria mais interessante ela visitar os hospitais do sus'
no,'Se ela concluiu o ato e porque ele concordouai nao e estupro kkkkkkkkkkkkkkkk'
yes,'Estou torcendo por um estu pro coletivo ja comprei varios azulzinhos rsrsrs'
no,'presidio e lugar pro sujeito pagar seus pecados e nao ficar num resort de ferias'
no,'Vitimas desses bandidos ninguem visita ne uma porque  eles ja mataram '
no,'Ela poderia visitar tambem algumas escolas onde criancas estudam com os pes na lama com goteiras e muitas vezes com merenda estragada ou ate mesmo sem merenda alguns tendo que andar quilometros a pe ou dentro de caminhoes Isso eu gostaria que gente ligada  a direitos humanos tivesse a decencia de fazer mas nao eles gostam de visitar presidios e defender as pobres vitimas da sociedade As criancas de pes descalcos nao sao vitimas dessa sociedade porca'
no,'Quando sera a visita aos HOSPITAIS  PUBLICO do DF'
no,'deveria haver uma lei obrigando todos politicos a usar so hospitais publicose que todos os hospitais particulares fosse proibidos de atendelos so assim eles olhava para a situacao da saude publica que esta uma VACALHACAO '
no,'Deveria estar preocupada em acelerar julgamentos que beneficiam aos trabalhadores ao inves de se preocupar com bandidos'
no,'Porque nao vai visitar as familias das vitimas desses criminosos '
no,'e os parentes dos que foram mortos por eles'
no,'Santa hipocrisia Batman manda ela visitar hospitais publicos para ver se estao superlotados'
no,'Parabens Dra Carmen  ao menos a Sra foi la diferente de outros que nem sabe que aquilo existe  sabem que sao marginais mas nao podemos nos igualar com eles     '
no,'Nao quer ficar em uma cela superlotada Nao roube Trabalhe honestamente garanto que isso nao vai ser problema'
no,'Pouco conhecimento da leiatodos sao iguais depois de julgados e condenados exceto militares'
yes,'Querendo se aparecer porq nao vai visitar as vitimas desses estrumes  Lamentavel '
no,'Entao ministra mais um motivo para instalar a pena de morte'
no,'Esta visitando as novas instalacoes do Conde Dracula e seus Vampiros'
no,'sera  que  a   ministra Carmen Lucia presidente do Supremo Tribunal Federal   esta  procurando  vagas  para  os  politicos  ladroes  Bandidooooooooooooooos   no  presidios   que  esta  visitando   kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk'
no,'Essa ministra trabalha a menos de  km dos hospitais de BASE e HRAN sera que pretende visitar os'
no,'Sempre a admirei agora mais ainda      Bela atitude  '
no,'Precisavamos de mais Presidentes assim'
no,'Peco ajuda aos universitarios que me ajudem a interpretar o que o zozoi quis dizer'
no,'Ela deveria levar o Renan Calheiros junto com ele mas ele ficaria la mesmo'
no,'Por que a excelentissima ministra nao visita a familia das vitimas  '
no,'Deixa de ser ignorante Quem precisa de mudanca e o preso nao a vitima'
no,'tem que colocar pena de morte ai vai diminuir bastante'
no,'Sera que houve uma faxina para a visita da Ministra '
no,'Por que nao se reuniu com os parentes das vitimas'
no,'Trabalhar ninguem quer senao estaria vazio'
no,'Gosto delaNo STF e a unica que sabe o que diz e entende o que escuta'
no,'VAI NO CEMINTERIO ESTA MAIS LOTADO CHEIO DE INOCENTES MORTOS PELAS MAOS DESSES VERMES'
no,'Agora ela virou Ministra da Seguranca ou nao tem nada pra fazer no STF  '
no,'Tem que visitar nossas ESCOLAS e HOSPITAIS '
no,'Nao vejo  ir visitar hospitais com criancas idosos e trabalhadores nas linhas finas'
no,'vamos ver quantas maes que tiveram seus filhos assassinados por estes assaltantes a Ministra vai visitar'
no,'Ave Dra Carmen Lucia os que estao prestes a morrer lhe saudam '
no,'Os poderes estao  preocupados com bandidos  que tem de tudo que o cidadao onesto e renegado'
no,'Daqui pra frente vai piorar porque nao havendo emprego   vai aumentar os furtos e roubos '
no,'Aproveita que esta ai e ja implanta pena de morte para esses lixos  Bndido bom E bndido mrto'
no,'Uma visita aos familiares vitimados por essa escoria sera louvavel'
no,'Tenho pena so das vitimas deles Quem se comporta nao vai preso'
yes,'Inversao de valores ao inves dessa velha visitar hospitais asilos orfanatos visita presidios vai tomar no '
no,'E quando vai visitar os hospitais e tumulos das vitimas desses marginais'
no,'Superfaturamento de TV e algum Senador ou Deputado coloca um  no bolso'
no,'duvido que essa ministra peca reducao de seu salario para tres mil reais'
no,'Fazer o que por culpa suas se tivesse leis severas estavam vazios'
no,'Tinha tirar todos auxilios de familias mande suas familias trabalharem para sustentarem'
no,'Presidio superlotado  F  o  D a  SE eu quero saber e da fila  nos hospitais creche e em busca de emprego'
no,'pra mim ta vazio a ministra que vai cuidar dos politicos safados que eles protegem '
no,'Que tal  cada indulto dado um juiz leva um preso para casa'
no,'Deveria  julgar as acoes envolvendo Jose Serra Os  milhoes ninguem fala Cade a Veja'
no,'Vai querer aparecer mais que o Moro isso vai gerar uma ciumeira'
no,'eta Dra Carmem Lucia a senhora esta se saindo uma grande marqueteira'
no,'Se depender do STF Manda soltar todo mundoE com aposentadoria Ainda por cima'
no,'Deveria ser aplicada a etica de Aristoteles no sistema prisional  A justa medida'
no,'os presidios lotados e milhoes querendo entrar neles isso e um paradoxo '
yes,'O MOLUSCO VAI ACHAR A CADEIA SUPERLOTADA E PRA NAO DAR NA PINTA ELA COMECOU A VISITAR OUTRAS ANTES'
no,'ESSA MULHER FAZ CADA COISA'
no,'Depois que recebeu o premio agrado da Globo ta se achando'
no,'manda matar tudo e  esvazie as celas e vire heroina nacional'
yes,'So falta essa Judia carcamana ficar com do Leve pra sua casa no lago sul'
no,'O Gilmar MendesPSDB vai ficar com ciumesEla esta querendo aparecer mais que ele'
no,'Unico que compre ena no Brasil sao os pobres Seus bando de hipocritas hipocritas e hipocritas'
yes,'A corja que apoia o golpe so fala merda'
yes,'Essa idiota nao tem o que fazer'
yes,'Sempre digo que mulher feia costuma dar problemaNao ha quase excecao algumaTem umas que quando chegam a Presidencia da Republica dao tanto problema que vc nao acredita'
no,'Excelente a iniciativa da Ministra e Presidente Carmen Lucia Parabens'
no,'Essa velha deveria passear menos e agir mais Ate agora so conversa'
no,'Para vai Saulo mim esses presos que estao la sao os mais perigosos do brasil'
no,'Neimar pela esquerda Gabriel Jesus pelo meio e Marinho pela direita que ataque '
no,'Marinho kkkkkkk so por que jogou bem ontem e ja merece selecao'
no,'Com PaulinhaFernandinha em campo o Messi vai deitar'
no,'Pra quem nao sabe e aquele mesmo hotel que a Ana Hickimann estava'
no,'O Brasil deve vencer mas vai ser um jogo dificil'
no,'x no minino mano o Bauza vai vim todo na retranca'
no,'Enquanto isto o Senado gasta  mil na decoracao de um gabinete'
no,'SE TITE NAO SE TOCAR MESSI VAI DEITAR NO PAULINHOBRASIL X'
no,'Gastar  mil com reforma do gabinete de romero juca e sacanagem com o povo'
no,'Vai que Neymar faz um gol contra para agradar o Messy'
no,'RLX  neymar ja ta bem treinado pelo barca  so chegar e vesti o uniiforme '
no,'O PALMEIRAS VAI SER CAMPEAO  SEM MIMIMI MUNDIAL DE '
no,'O que o Carlinhos Brown ta fazendo aivai cantar as babaquices dele'
no,'o neymar faria alguma falta na selecao ou a sua ausencia seria melhor  '
no,'Parece aquelas perguntas ridiculas da globo no meio do jogo'
no,'Felipe massa ja vai se aposentar O que sera dessa selecao '
no,'Bauza retranqueiro vai botar pra cacar o neymar podem tirar print'
no,'Marinho e um jogador que desequilibra qualquer jogo'
no,'Tomara que a Argentina goleie estes frescos'
no,'O Sao Paulo ja foi rebaixado '
no,'VAMOS MASSA ATLETICANA LOTAR O MINEIRAO PARA APOIAR A ARGENTINA DE LUCAS PRATTO'
no,'VAMOS MASSA ATLETICANA LOTAR O MINEIRAO E APOIA O PRATTO'
no,'O Pratto ai lado de Messi  vai deitar e rolar em cima da nossa selecao falida'
yes,'kkkkkkkk falida igual seu comentario idiota'
no,'Mas ele so pipoca quando a coisa aperta sempre foi assim'
no,'Pipoca nada e um excelente zagueiro o  a  nao foi culpa dele'
no,'vamos voltar  anos atras e ver o que ele fez no  x '
no,'corinthians o melhor aluno do enem enemlibertadores enempaulista enembrasileirao enemcopa do brasil'
no,'Ele virou goleiro'
no,'quem nasceu para ser  a  jamais sera Junior Baiano '
no,'Ta jogando bem mais na selecao nao tem mais chance   Thiago Silva marquinhos Miranda sao melhores  '
no,'Jogar no PSG e decrescimo na carreira'
no,'na  boa  davi luiz  deu muito certo coma  camisa  do chelsea no  psg  nao era  pra  ele'
no,'Em compensacao de vez em quando leva '
no,'Globo iniciando o lobby para o seu retorno para a Selecao'
no,'David Luiz agora e goleiro pra ter recorde pessoal de menos vazado'
no,'E aqui toma  em um jogo so o cara e muito ruim'
no,'ele possui outro recorde tomar  gols em um jogo'
no,'Cahill ainda tem pesadelos com Emerson Sheik e Paolo Guerrero'
no,'Ele so vai igualar o record pessoal quando ficar SETE jogos sem levar gols'
no,'Joga muito'
no,'Esses fans e torcedores do CR e Real Madrid sao uma piada Raca nojenta '
no,'Melhor do mundo'
no,'Apelando nao compara com qualquer um ele joga Facil'
no,'Melhor do mundo e o Messi aceitem este fato Ronaldetes'
no,'essa modinha de rivalidade os  sao excelentes jogadores pronto'
no,'Daniel Lima Nao e rivalidade e a verdadeMessi esta acima de todos no futebol atual'
no,'e kkkkkkkkkkkkkkkkkkkkkkkkkk Pepe tbm ganhou e fez mais que CR man '
no,'na moral e ser muito louco dizer que CR e melhor que Messi por favor velho'
